0.001 773.210 119.448
0.002 773.389 238.960
0.003 773.688 358.598
0.004 774.106 478.426
0.005 774.645 598.508
0.006 775.303 718.909
0.007 776.083 839.693
0.008 776.983 960.926
0.009 778.005 1082.674
0.010 779.148 1205.005
0.011 780.415 1327.987
0.012 781.805 1451.689
0.013 783.318 1576.182
0.014 784.957 1701.539
0.015 786.722 1827.833
0.016 788.613 1955.139
0.017 790.632 2083.537
0.018 792.781 2213.103
0.019 795.059 2343.922
0.020 797.469 2476.076
0.021 800.012 2609.652
0.022 802.689 2744.740
0.023 805.502 2881.432
0.024 808.452 3019.824
0.025 811.542 3160.014
0.026 814.773 3302.107
0.027 818.147 3446.207
0.028 821.666 3592.427
0.029 825.332 3740.882
0.030 829.149 3891.692
0.031 833.117 4044.982
0.032 837.239 4200.884
0.033 841.519 4359.535
0.034 845.959 4521.077
0.035 850.563 4685.662
0.036 855.332 4853.446
0.037 860.271 5024.595
0.038 865.382 5199.282
0.039 870.670 5377.690
0.040 876.139 5560.010
0.041 881.792 5746.446
0.042 887.633 5937.210
0.043 893.668 6132.528
0.044 899.900 6332.639
0.045 906.335 6537.793
0.046 912.977 6748.258
0.047 919.833 6964.315
0.048 926.908 7186.266
0.049 934.208 7414.427
0.050 941.739 7649.136
0.051 949.508 7890.755
0.052 957.523 8139.665
0.053 965.790 8396.275
0.054 974.318 8661.021
0.055 983.115 8934.368
0.056 992.190 9216.814
0.057 1001.552 9508.893
0.058 1011.211 9811.175
0.059 1021.178 10124.273
0.060 1031.463 10448.847
0.061 1042.080 10785.604
0.062 1053.039 11135.308
0.063 1064.355 11498.781
0.064 1076.041 11876.910
0.065 1088.114 12270.657
0.066 1100.588 12681.060
0.067 1113.482 13109.247
0.068 1126.813 13556.441
0.069 1140.601 14023.973
0.070 1154.868 14513.292
0.071 1169.636 15025.978
0.072 1184.929 15563.759
0.073 1200.772 16128.526
0.074 1217.195 16722.351
0.075 1234.228 17347.513
0.076 1251.902 18006.519
0.077 1270.253 18702.133
0.078 1289.319 19437.415
0.079 1309.142 20215.748
0.080 1329.766 21040.894
0.081 1351.241 21917.037
0.082 1373.619 22848.846
0.083 1396.959 23841.546
0.084 1421.324 24900.996
0.085 1446.785 26033.792
0.086 1473.419 27247.374
0.087 1501.310 28550.167
0.088 1530.552 29951.743
0.089 1561.250 31463.014
0.090 1593.519 33096.469
0.091 1627.488 34866.459
0.092 1663.303 36789.544
0.093 1701.125 38884.920
0.094 1741.137 41174.948
0.095 1783.548 43685.808
0.096 1828.593 46448.324
0.097 1876.541 49499.000
0.098 1927.701 52881.345
0.099 1982.431 56647.574
0.100 2041.145 60860.820
0.000 773.150 0.100
0.001 773.210 119.548
0.002 773.389 239.060
0.003 773.688 358.698
0.004 774.107 478.527
0.005 774.645 598.609
0.006 775.304 719.010
0.007 776.083 839.794
0.008 776.984 961.028
0.009 778.005 1082.776
0.010 779.149 1205.108
0.011 780.416 1328.090
0.012 781.806 1451.793
0.013 783.320 1576.286
0.014 784.959 1701.644
0.015 786.723 1827.939
0.016 788.615 1955.246
0.017 790.634 2083.645
0.018 792.783 2213.212
0.019 795.061 2344.032
0.020 797.471 2476.187
0.021 800.014 2609.764
0.022 802.691 2744.854
0.023 805.504 2881.547
0.024 808.455 3019.940
0.025 811.545 3160.133
0.026 814.776 3302.227
0.027 818.150 3446.329
0.028 821.669 3592.551
0.029 825.336 3741.007
0.030 829.152 3891.819
0.031 833.120 4045.112
0.032 837.243 4201.016
0.033 841.523 4359.669
0.034 845.963 4521.214
0.035 850.566 4685.801
0.036 855.336 4853.588
0.037 860.275 5024.740
0.038 865.387 5199.430
0.039 870.675 5377.841
0.040 876.144 5560.164
0.041 881.797 5746.604
0.042 887.638 5937.372
0.043 893.673 6132.694
0.044 899.905 6332.808
0.045 906.340 6537.967
0.046 912.983 6748.436
0.047 919.839 6964.499
0.048 926.914 7186.454
0.049 934.214 7414.620
0.050 941.745 7649.336
0.051 949.515 7890.960
0.052 957.530 8139.876
0.053 965.797 8396.493
0.054 974.325 8661.246
0.055 983.122 8934.600
0.056 992.198 9217.054
0.057 1001.560 9509.141
0.058 1011.219 9811.432
0.059 1021.186 10124.540
0.060 1031.472 10449.124
0.061 1042.089 10785.892
0.062 1053.048 11135.607
0.063 1064.364 11499.091
0.064 1076.051 11877.233
0.065 1088.124 12270.993
0.066 1100.599 12681.411
0.067 1113.493 13109.613
0.068 1126.824 13556.824
0.069 1140.613 14024.373
0.070 1154.880 14513.711
0.071 1169.648 15026.417
0.072 1184.942 15564.220
0.073 1200.786 16129.010
0.074 1217.209 16722.861
0.075 1234.242 17348.050
0.076 1251.917 18007.085
0.077 1270.268 18702.732
0.078 1289.335 19438.048
0.079 1309.159 20216.419
0.080 1329.784 21041.605
0.081 1351.259 21917.793
0.082 1373.638 22849.651
0.083 1396.979 23842.404
0.084 1421.345 24901.913
0.085 1446.807 26034.773
0.086 1473.441 27248.426
0.087 1501.334 28551.297
0.088 1530.577 29952.960
0.089 1561.276 31464.328
0.090 1593.546 33097.892
0.091 1627.517 34868.003
0.092 1663.333 36791.224
0.093 1701.157 38886.753
0.094 1741.172 41176.954
0.095 1783.585 43688.012
0.096 1828.632 46450.752
0.097 1876.582 49501.687
0.098 1927.745 52884.330
0.099 1982.479 56650.906
0.100 2041.196 60864.555

0.000 773.150 -1621.984
0.001 771.588 -1502.964
0.002 770.144 -1384.736
0.003 768.818 -1267.233
0.004 767.609 -1150.391
0.005 766.517 -1034.146
0.006 765.541 -918.437
0.007 764.680 -803.201
0.008 763.934 -688.378
0.009 763.303 -573.909
0.010 762.786 -459.733
0.011 762.383 -345.792
0.012 762.095 -232.028
0.013 761.919 -118.381
0.014 761.858 -4.796
0.015 761.910 108.788
0.016 762.075 222.427
0.017 762.355 336.179
0.018 762.748 450.103
0.019 763.255 564.256
0.020 763.876 678.699
0.021 764.612 793.489
0.022 765.464 908.688
0.023 766.430 1024.355
0.024 767.512 1140.552
0.025 768.711 1257.341
0.026 770.027 1374.786
0.027 771.461 1492.950
0.028 773.013 1611.901
0.029 774.685 1731.704
0.030 776.477 1852.428
0.031 778.390 1974.145
0.032 780.426 2096.924
0.033 782.585 2220.842
0.034 784.868 2345.973
0.035 787.277 2472.396
0.036 789.813 2600.191
0.037 792.478 2729.442
0.038 795.273 2860.236
0.039 798.199 2992.660
0.040 801.258 3126.807
0.041 804.453 3262.773
0.042 807.785 3400.657
0.043 811.255 3540.563
0.044 814.866 3682.597
0.045 818.621 3826.871
0.046 822.521 3973.503
0.047 826.569 4122.613
0.048 830.767 4274.329
0.049 835.118 4428.784
0.050 839.626 4586.117
0.051 844.292 4746.474
0.052 849.120 4910.007
0.053 854.113 5076.878
0.054 859.275 5247.255
0.055 864.609 5421.315
0.056 870.118 5599.245
0.057 875.808 5781.243
0.058 881.682 5967.514
0.059 887.745 6158.280
0.060 894.001 6353.771
0.061 900.454 6554.231
0.062 907.111 6759.921
0.063 913.976 6971.115
0.064 921.055 7188.104
0.065 928.354 7411.197
0.066 935.879 7640.723
0.067 943.638 7877.031
0.068 951.636 8120.494
0.069 959.881 8371.508
0.070 968.382 8630.495
0.071 977.145 8897.908
0.072 986.180 9174.230
0.073 995.497 9459.978
0.074 1005.104 9755.704
0.075 1015.012 10062.004
0.076 1025.231 10379.515
0.077 1035.775 10708.923
0.078 1046.653 11050.966
0.079 1057.881 11406.440
0.080 1069.471 11776.203
0.081 1081.438 12161.183
0.082 1093.799 12562.384
0.083 1106.569 12980.893
0.084 1119.767 13417.890
0.085 1133.411 13874.659
0.086 1147.523 14352.594
0.087 1162.124 14853.218
0.088 1177.238 15378.192
0.089 1192.889 15929.334
0.090 1209.106 16508.634
0.091 1225.917 17118.279
0.092 1243.353 17760.672
0.093 1261.450 18438.464
0.094 1280.243 19154.580
0.095 1299.773 19912.258
0.096 1320.082 20715.091
0.097 1341.219 21567.071
0.098 1363.234 22472.649
0.099 1386.184 23436.800
0.100 1410.129 24465.097

0.000 773.150 -2700.059
0.001 770.509 -2581.323
0.002 767.987 -2463.942
0.003 765.581 -2347.841
0.004 763.291 -2232.952
0.005 761.115 -2119.206
0.006 759.052 -2006.536
0.007 757.101 -1894.878
0.008 755.262 -1784.170
0.009 753.533 -1674.350
0.010 751.913 -1565.359
0.011 750.402 -1457.139
0.012 748.998 -1349.631
0.013 747.702 -1242.782
0.014 746.513 -1136.535
0.015 745.429 -1030.837
0.016 744.451 -925.635
0.017 743.578 -820.878
0.018 742.809 -716.512
0.019 742.145 -612.489
0.020 741.584 -508.757
0.021 741.127 -405.266
0.022 740.773 -301.968
0.023 740.523 -198.812
0.024 740.376 -95.751
0.025 740.331 7.265
0.026 740.390 110.285
0.027 740.552 213.356
0.028 740.817 316.529
0.029 741.185 419.851
0.030 741.657 523.373
0.031 742.232 627.143
0.032 742.911 731.212
0.033 743.694 835.629
0.034 744.582 940.447
0.035 745.576 1045.715
0.036 746.674 1151.487
0.037 747.879 1257.816
0.038 749.190 1364.755
0.039 750.608 1472.359
0.040 752.135 1580.685
0.041 753.770 1689.790
0.042 755.515 1799.731
0.043 757.370 1910.570
0.044 759.336 2022.366
0.045 761.415 2135.184
0.046 763.607 2249.087
0.047 765.913 2364.143
0.048 768.336 2480.420
0.049 770.875 2597.988
0.050 773.532 2716.921
0.051 776.309 2837.294
0.052 779.207 2959.185
0.053 782.228 3082.674
0.054 785.373 3207.846
0.055 788.644 3334.788
0.056 792.043 3463.590
0.057 795.572 3594.345
0.058 799.233 3727.152
0.059 803.027 3862.112
0.060 806.958 3999.332
0.061 811.027 4138.923
0.062 815.236 4281.000
0.063 819.589 4425.685
0.064 824.089 4573.104
0.065 828.737 4723.391
0.066 833.536 4876.684
0.067 838.491 5033.131
0.068 843.604 5192.883
0.069 848.878 5356.104
0.070 854.317 5522.962
0.071 859.925 5693.637
0.072 865.706 5868.317
0.073 871.663 6047.201
0.074 877.802 6230.498
0.075 884.126 6418.431
0.076 890.640 6611.234
0.077 897.350 6809.155
0.078 904.260 7012.457
0.079 911.377 7221.419
0.080 918.705 7436.338
0.081 926.251 7657.527
0.082 934.022 7885.322
0.083 942.024 8120.077
0.084 950.265 8362.172
0.085 958.751 8612.012
0.086 967.492 8870.028
0.087 976.494 9136.681
0.088 985.768 9412.465
0.089 995.322 9697.908
0.090 1005.167 9993.576
0.091 1015.313 10300.077
0.092 1025.771 10618.065
0.093 1036.553 10948.240
0.094 1047.672 11291.361
0.095 1059.141 11648.243
0.096 1070.973 12019.766
0.097 1083.185 12406.883
0.098 1095.793 12810.625
0.099 1108.813 13232.109
0.100 1122.263 13672.550

0.000 773.150 -4038.535
0.001 769.171 -3920.151
0.002 765.309 -3803.814
0.003 761.563 -3689.437
0.004 757.930 -3576.937
0.005 754.408 -3466.235
0.006 750.996 -3357.253
0.007 747.693 -3249.919
0.008 744.496 -3144.161
0.009 741.404 -3039.911
0.010 738.416 -2937.104
0.011 735.530 -2835.676
0.012 732.744 -2735.567
0.013 730.058 -2636.717
0.014 727.470 -2539.069
0.015 724.979 -2442.570
0.016 722.585 -2347.165
0.017 720.285 -2252.802
0.018 718.079 -2159.432
0.019 715.966 -2067.007
0.020 713.944 -1975.478
0.021 712.014 -1884.800
0.022 710.175 -1794.929
0.023 708.424 -1705.822
0.024 706.763 -1617.434
0.025 705.189 -1529.726
0.026 703.703 -1442.657
0.027 702.304 -1356.187
0.028 700.990 -1270.277
0.029 699.763 -1184.890
0.030 698.621 -1099.989
0.031 697.563 -1015.536
0.032 696.589 -931.495
0.033 695.700 -847.832
0.034 694.894 -764.511
0.035 694.171 -681.498
0.036 693.530 -598.758
