0.000000 -34544.768782
10.000000 -33645.861573
20.000000 -30991.910876
30.000000 -26728.248218
40.000000 -21110.499991
50.000000 -14517.150820
60.000000 -7449.032782
70.000000 -496.575803
80.000000 5739.931856
90.000000 10768.779846
100.000000 14320.981862
110.000000 16401.381740
120.000000 17247.624841
130.000000 17224.010101
140.000000 16708.951472
150.000000 16020.318173
160.000000 15387.677469
170.000000 14956.415623
180.000000 14803.973642
190.000000 14954.183628
200.000000 15382.749321
210.000000 16011.956392
220.000000 16696.609543
230.000000 17208.113745
240.000000 17230.430704
250.000000 16387.213595
260.000000 14315.041769
270.000000 10774.659898
280.000000 5757.453391
290.000000 -471.356776
300.000000 -7421.654097
310.000000 -14492.245702
320.000000 -21090.598812
330.000000 -26714.006385
340.000000 -30982.960536
350.000000 -33641.587457
360.000000 -34544.768782
